carat,cut,color,clarity,depth_percentage,table,length,width,depth,price
1.12,Very Good,H,SI2,62.5,58.0,6.58,6.63,4.13,4373
0.32,Ideal,I,VS1,62.3,56.0,4.37,4.4,2.73,471
2.2,Ideal,H,SI2,60.0,58.0,8.47,8.5,5.09,16530
1.7,Ideal,H,VS2,62.2,57.0,7.63,7.67,4.76,13632
1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,6676
0.73,Ideal,H,VVS1,61.6,57.0,5.81,5.78,3.57,3005
0.42,Ideal,D,VVS1,61.6,56.0,4.82,4.79,2.96,1621
0.54,Ideal,E,SI2,60.4,57.0,5.27,5.3,3.19,1266
0.92,Premium,D,SI2,62.5,55.0,6.21,6.18,3.87,4150
1.51,Premium,H,VVS1,60.6,60.0,7.4,7.42,4.49,12224
1.5,Premium,G,VVS2,61.2,59.0,7.4,7.31,4.5,12821
0.38,Ideal,E,VS1,62.1,56.0,4.62,4.65,2.88,1000
0.23,Very Good,E,VVS2,61.2,60.0,3.97,4.0,2.44,505
0.35,Ideal,I,VVS2,62.3,57.0,4.49,4.53,2.81,614
0.54,Ideal,J,SI2,61.3,58.0,5.24,5.27,3.22,978
0.84,Premium,E,VS2,62.4,60.0,6.04,5.98,3.75,3528
0.53,Ideal,F,SI1,62.9,57.0,5.18,5.15,3.25,1363
0.51,Premium,E,VVS1,61.4,60.0,5.11,5.05,3.12,2323
0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,1151
0.7,Ideal,I,VVS1,61.8,56.0,5.69,5.73,3.53,2966
0.32,Ideal,E,VS2,62.2,56.0,4.41,4.37,2.73,900
0.41,Very Good,E,SI2,59.5,62.0,4.8,4.84,2.87,638
4.01,Premium,I,I1,61.0,61.0,10.14,10.1,6.17,15223
0.26,Good,E,VVS1,59.4,61.0,4.13,4.15,2.46,597
0.33,Ideal,I,VS1,61.7,55.0,4.44,4.47,2.75,573
1.06,Premium,G,SI1,62.7,56.0,6.55,6.46,4.08,5183
1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,4028
1.51,Good,H,VS1,58.2,58.0,7.49,7.56,4.38,10819
0.71,Very Good,E,SI1,61.7,61.0,5.74,5.76,3.55,2606
0.29,Very Good,E,VVS2,60.9,57.0,4.29,4.32,2.62,674
1.0,Fair,J,SI2,56.3,64.0,6.58,6.54,3.69,3199
1.04,Premium,D,SI2,58.3,58.0,6.67,6.63,3.88,3780
0.51,Ideal,E,SI1,61.5,55.0,5.18,5.16,3.18,1546
1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,5641
0.91,Fair,F,VS2,66.8,58.0,5.95,5.97,3.98,3837
0.58,Very Good,I,VVS1,63.0,57.0,5.29,5.34,3.35,1636
0.83,Premium,F,VS2,60.2,60.0,6.04,6.09,3.65,3557
0.31,Premium,H,SI1,62.7,58.0,4.31,4.34,2.71,435
0.33,Very Good,E,SI1,63.1,56.0,4.45,4.42,2.8,693
1.01,Good,D,VVS2,63.5,57.0,6.32,6.35,4.02,8943
0.9,Premium,E,SI1,62.7,62.0,6.22,6.1,3.85,4092
1.01,Very Good,E,SI1,62.8,57.0,6.37,6.41,4.01,5499
0.84,Ideal,G,VS1,61.4,56.0,6.04,6.15,3.74,4372
0.44,Premium,F,VVS2,61.6,58.0,4.85,4.89,3.0,1196
0.7,Ideal,G,VVS2,60.8,56.0,5.75,5.79,3.51,3205
0.32,Premium,G,SI1,60.9,56.0,4.45,4.41,2.7,612
0.31,Ideal,H,VVS1,62.2,54.0,4.39,4.36,2.72,907
0.53,Premium,D,VVS2,62.7,60.0,5.19,5.12,3.23,2514
2.14,Fair,H,I1,66.4,56.0,8.0,7.92,5.29,6328
0.41,Very Good,D,SI2,59.9,60.0,4.78,4.8,2.87,619
0.91,Very Good,J,VS2,61.9,59.0,6.11,6.16,3.8,3478
0.7,Good,G,SI1,63.9,58.0,5.57,5.51,3.54,2218
0.32,Premium,E,SI1,61.2,58.0,4.37,4.42,2.69,524
0.3,Premium,D,VS2,61.9,58.0,4.32,4.28,2.66,911
0.51,Ideal,G,SI1,61.7,54.0,5.14,5.2,3.19,1237
0.66,Ideal,H,SI1,60.9,55.0,5.63,5.7,3.45,1780
0.23,Very Good,H,VVS2,62.0,55.0,3.93,3.95,2.44,378
1.2,Premium,F,VVS2,62.8,60.0,6.79,6.74,4.25,10580
1.71,Very Good,G,VS2,62.5,58.0,7.56,7.66,4.76,15829
0.47,Very Good,F,VVS2,60.9,59.0,4.99,5.03,3.05,1418
0.4,Very Good,D,SI2,63.4,59.0,4.7,4.67,2.97,798
0.3,Premium,E,SI2,61.6,61.0,4.29,4.25,2.63,540
0.81,Premium,E,SI2,62.5,59.0,5.97,5.9,3.71,2901
0.32,Premium,J,VS2,61.9,58.0,4.38,4.35,2.7,504
1.2,Very Good,I,SI2,63.7,56.0,6.66,6.71,4.26,5490
0.7,Ideal,D,SI1,61.8,56.0,5.7,5.72,3.53,3454
0.51,Premium,E,SI1,61.8,58.0,5.11,5.15,3.17,1343
0.32,Ideal,F,VS1,61.9,57.0,4.38,4.41,2.72,716
1.51,Ideal,F,SI1,60.7,59.0,7.42,7.44,4.51,11302
0.42,Ideal,G,VVS1,62.8,55.0,4.78,4.8,3.01,1245
0.55,Ideal,E,VS1,62.2,55.0,5.26,5.22,3.26,2079
2.01,Fair,H,VS2,66.1,53.0,7.82,7.92,5.2,15888
1.2,Ideal,H,VS2,62.0,56.0,6.86,6.81,4.24,6666
0.38,Ideal,G,SI1,60.2,57.0,4.72,4.77,2.85,639
1.01,Very Good,D,SI2,63.1,54.0,6.43,6.37,4.04,4338
0.34,Ideal,E,VS1,62.2,55.0,4.49,4.52,2.8,805
0.63,Very Good,G,VS1,61.5,56.0,5.53,5.49,3.39,1960
0.91,Very Good,F,VS1,63.1,59.0,6.19,6.14,3.89,4423
0.31,Good,H,SI1,63.6,57.0,4.28,4.31,2.73,435
0.34,Ideal,H,SI1,60.7,56.0,4.52,4.58,2.76,490
1.05,Premium,H,VS1,60.9,60.0,6.58,6.53,3.99,5580
0.3,Ideal,D,SI1,61.8,56.0,4.31,4.33,2.67,508
2.06,Ideal,I,SI1,61.9,56.0,8.17,8.19,5.06,16626
0.54,Ideal,E,SI2,62.1,56.0,5.22,5.18,3.23,1250
0.4,Very Good,D,VS2,62.4,60.0,4.66,4.67,2.91,845
1.06,Ideal,G,VS1,61.1,57.0,6.54,6.61,4.02,8285
1.01,Good,E,SI1,64.3,59.0,6.28,6.31,4.05,4106
0.33,Ideal,G,VVS1,61.8,55.0,4.47,4.5,2.77,838
0.26,Very Good,G,VS1,62.4,56.0,4.08,4.1,2.55,423
0.31,Ideal,G,VVS2,60.8,56.0,4.4,4.38,2.67,907
0.41,Good,D,SI1,63.1,57.0,4.68,4.73,2.97,717
1.22,Very Good,G,SI2,59.2,61.0,6.99,6.92,4.12,6531
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4285
0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1050
0.92,Good,E,SI1,63.2,58.0,6.16,6.18,3.9,4258
1.42,Very Good,I,VS1,60.1,65.0,7.28,7.2,4.35,6894
1.07,Premium,F,SI2,62.4,57.0,6.58,6.53,4.09,4573
0.58,Very Good,G,SI1,63.5,56.0,5.34,5.28,3.37,1393
0.3,Very Good,I,VS2,60.5,55.0,4.34,4.37,2.63,453
1.08,Ideal,I,SI1,61.4,57.0,6.67,6.62,4.08,4476
0.9,Premium,H,SI1,62.0,55.0,6.21,6.17,3.84,3377
0.26,Premium,E,VS1,61.9,58.0,4.11,4.1,2.54,580
1.07,Ideal,I,VS2,60.6,59.0,6.64,6.62,4.02,5167
0.3,Very Good,I,IF,63.3,57.0,4.3,4.23,2.7,810
0.3,Premium,E,VVS1,61.3,59.0,4.28,4.33,2.64,895
0.32,Very Good,G,VVS1,60.6,57.0,4.46,4.48,2.71,685
0.94,Very Good,D,SI2,59.0,59.0,6.34,6.41,3.76,3862
0.55,Very Good,E,SI1,63.0,59.0,5.25,5.17,3.28,1406
0.82,Ideal,D,SI1,61.9,56.0,5.99,6.02,3.72,4113
1.0,Premium,J,SI1,60.8,58.0,6.44,6.39,3.9,3780
0.37,Ideal,D,VS2,61.1,54.0,4.63,4.66,2.84,763
0.58,Ideal,E,VS1,61.8,57.0,5.33,5.35,3.3,2046
0.71,Premium,D,SI1,60.6,58.0,5.77,5.79,3.5,2913
0.7,Premium,E,SI2,62.9,59.0,5.71,5.64,3.57,2273
0.41,Premium,D,SI1,60.5,60.0,4.77,4.81,2.9,791
0.54,Very Good,G,VS1,63.6,56.0,5.17,5.24,3.31,1698
0.32,Premium,H,VS1,62.3,58.0,4.39,4.34,2.72,720
1.02,Premium,F,SI1,62.5,56.0,6.44,6.35,4.0,4884
0.3,Ideal,E,VVS1,61.2,57.0,4.32,4.34,2.65,862
1.74,Premium,I,VS2,58.6,59.0,7.99,7.87,4.65,12168
1.23,Ideal,H,SI1,63.0,55.0,6.78,6.72,4.27,5768
1.01,Premium,G,VS1,62.7,56.0,6.46,6.36,4.02,6441
0.38,Premium,E,VS2,59.2,60.0,4.77,4.73,2.81,1112
0.51,Ideal,F,VS1,62.1,56.0,5.13,5.15,3.19,1744
0.71,Premium,F,SI1,61.1,62.0,5.76,5.72,3.51,2317
1.54,Premium,E,VS2,60.8,58.0,7.44,7.39,4.51,15323
0.35,Ideal,H,SI1,60.8,56.0,4.58,4.6,2.79,523
0.27,Very Good,H,VVS2,62.5,55.0,4.12,4.16,2.59,504
1.51,Very Good,G,SI1,59.6,60.0,7.43,7.47,4.44,11029
0.33,Premium,H,VS2,62.0,59.0,4.44,4.4,2.74,668
0.37,Fair,F,IF,52.3,61.0,4.96,4.91,2.58,1166
0.71,Very Good,G,SI1,63.1,60.0,5.6,5.69,3.56,2240
0.72,Ideal,F,SI1,61.8,57.0,5.68,5.74,3.53,2440
0.61,Ideal,H,VS1,60.8,56.0,5.51,5.47,3.34,2053
0.5,Ideal,F,VS1,62.5,57.0,5.06,5.09,3.17,1710
1.03,Ideal,G,VS1,62.1,57.0,6.44,6.47,4.01,6558
0.7,Ideal,J,VS2,62.4,55.0,5.68,5.7,3.55,1874
0.3,Premium,D,VS2,61.0,58.0,4.34,4.32,2.64,911
0.34,Premium,G,VS2,60.3,54.0,4.56,4.53,2.74,765
0.54,Ideal,G,VVS1,61.7,56.0,5.24,5.26,3.24,2041
0.76,Very Good,J,VS2,59.9,59.0,5.92,5.94,3.55,1949
0.51,Ideal,D,SI2,62.8,57.0,5.12,5.1,3.21,1359
1.01,Very Good,F,SI2,60.8,63.0,6.38,6.32,3.86,4017
0.31,Ideal,F,IF,62.2,55.0,4.35,4.38,2.71,921
1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,11333
1.5,Premium,J,VVS2,61.8,60.0,7.36,7.33,4.54,8760
0.76,Ideal,F,VS2,61.9,57.0,5.83,5.86,3.62,3648
0.3,Very Good,E,SI1,61.9,58.0,4.27,4.33,2.66,526
0.71,Very Good,G,SI2,63.4,56.0,5.71,5.6,3.59,1740
0.6,Good,F,SI2,62.0,62.0,5.33,5.4,3.32,1306
2.01,Very Good,I,SI1,58.9,63.0,8.22,8.16,4.82,15140
1.06,Premium,D,SI1,59.4,57.0,6.72,6.65,3.97,5817
0.67,Good,F,VS1,59.8,60.3,5.62,5.69,3.38,2479
0.26,Very Good,D,VVS2,62.4,54.0,4.08,4.13,2.56,554
0.31,Ideal,G,VVS2,60.9,56.0,4.4,4.43,2.69,687
1.12,Ideal,G,VS1,62.3,57.0,6.59,6.64,4.12,6918
1.0,Good,E,SI1,60.4,61.0,6.37,6.44,3.87,4916
0.34,Premium,D,VS2,59.3,59.0,4.55,4.59,2.71,687
1.01,Good,E,SI1,64.3,59.0,6.31,6.28,4.05,4181
0.58,Ideal,H,VS2,61.2,56.0,5.41,5.39,3.3,1755
0.24,Ideal,F,VVS1,61.1,56.0,4.01,4.05,2.47,963
0.4,Ideal,G,VVS1,60.2,60.0,4.78,4.82,2.89,997
0.54,Very Good,D,VS2,61.7,58.0,5.16,5.24,3.21,1892
1.29,Premium,G,SI2,61.1,59.0,7.03,6.95,4.27,6116
0.72,Ideal,E,VS2,60.8,56.0,5.78,5.82,3.53,3601
0.39,Ideal,G,SI2,60.9,56.0,4.78,4.74,2.9,716
0.53,Ideal,E,VS2,61.3,55.0,5.2,5.24,3.2,1721
0.4,Ideal,E,VS1,62.0,54.0,4.74,4.77,2.95,1053
0.27,Ideal,D,VVS1,61.7,57.0,4.2,4.16,2.58,752
1.0,Premium,F,VS2,62.4,60.0,6.38,6.35,3.97,6468
1.2,Premium,I,SI2,60.0,58.0,6.91,6.93,4.15,4989
1.01,Very Good,E,VS2,62.6,59.0,6.35,6.39,3.99,6956
0.43,Premium,G,VS2,62.3,58.0,4.85,4.81,3.01,1113
0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3182
0.3,Ideal,D,VS2,62.2,54.0,4.28,4.31,2.67,710
0.9,Ideal,D,VS2,61.2,56.0,6.2,6.26,3.81,6689
0.35,Ideal,D,SI1,61.6,57.0,4.54,4.55,2.8,644
1.58,Premium,F,SI2,60.7,60.0,7.54,7.51,4.57,6990
0.5,Premium,H,VS1,62.7,59.0,5.03,4.98,3.14,1253
0.31,Good,D,SI2,63.7,55.0,4.32,4.35,2.76,462
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,6968
1.02,Ideal,H,VS2,62.0,57.0,6.43,6.4,3.98,5426
0.33,Premium,G,VS1,60.5,58.0,4.49,4.43,2.7,854
0.82,Very Good,D,SI1,61.3,56.0,6.02,6.06,3.7,3593
1.71,Premium,J,SI1,61.7,59.0,7.63,7.7,4.73,8690
1.53,Ideal,I,VS1,60.2,60.0,7.51,7.48,4.51,10171
1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,5156
1.11,Very Good,H,SI1,62.0,55.0,6.61,6.68,4.12,4871
0.71,Very Good,E,VS1,63.4,58.0,5.64,5.68,3.59,3009
0.53,Ideal,E,VS2,60.9,59.0,5.17,5.21,3.16,1607
1.52,Premium,D,SI1,59.5,61.0,7.5,7.43,4.44,12823
0.7,Ideal,F,VS2,60.8,57.0,5.75,5.77,3.5,2956
0.58,Ideal,H,VVS1,62.1,53.6,5.35,5.38,3.34,1961
0.51,Premium,D,VS2,60.9,58.0,5.18,5.14,3.14,1716
0.56,Good,E,VS2,61.4,62.0,5.34,5.28,3.26,1736
1.01,Very Good,G,SI1,63.5,60.0,6.41,6.38,3.92,4271
1.26,Ideal,G,SI2,60.9,55.0,7.05,7.0,4.28,6046
2.21,Premium,F,SI1,62.1,59.0,8.33,8.26,5.15,16804
0.33,Very Good,G,SI1,61.2,56.0,4.44,4.46,2.72,521
0.71,Premium,G,VS2,60.3,60.0,5.76,5.81,3.49,2671
1.45,Very Good,J,VS2,62.6,58.0,7.28,7.16,4.52,6980
0.3,Premium,D,VS2,60.6,58.0,4.36,4.32,2.63,911
1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,8048
1.51,Ideal,H,SI2,62.1,57.0,7.38,7.34,4.57,8710
0.76,Ideal,E,SI1,62.4,57.0,5.83,5.87,3.65,3087
0.35,Good,H,SI2,63.2,61.0,4.47,4.49,2.83,429
0.72,Ideal,F,VS2,62.1,54.0,5.76,5.8,3.59,2989
2.01,Good,E,SI2,60.0,64.0,8.09,8.17,4.88,16582
0.24,Very Good,D,VVS1,61.5,60.0,3.97,4.0,2.45,553
0.43,Very Good,G,VVS2,61.7,56.0,4.84,4.88,2.99,976
0.71,Very Good,E,VS1,63.3,59.0,5.64,5.67,3.58,2946
2.11,Very Good,E,SI2,62.4,61.0,8.1,8.19,5.08,17871
0.63,Very Good,G,VS1,59.9,57.0,5.57,5.62,3.35,2241
1.03,Very Good,G,SI2,61.4,54.0,6.52,6.57,4.02,4466
0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2509
0.3,Very Good,D,SI1,58.8,63.0,4.35,4.32,2.55,614
0.56,Ideal,E,VVS2,61.7,56.0,5.31,5.33,3.28,2712
0.65,Ideal,D,VVS2,61.4,60.0,5.54,5.57,3.41,3228
0.7,Ideal,F,VVS2,61.9,54.8,5.68,5.72,3.53,3741
1.01,Good,J,SI1,63.6,54.0,6.44,6.36,4.07,3699
0.72,Ideal,E,VS2,60.8,57.0,5.79,5.82,3.53,3091
1.01,Premium,G,SI1,61.2,61.0,6.47,6.41,3.94,4672
2.0,Very Good,G,SI1,62.5,58.0,7.98,8.04,5.01,18186
0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,447
1.16,Ideal,I,SI2,62.6,56.0,6.73,6.68,4.2,4560
0.35,Good,F,SI2,63.8,56.0,4.48,4.45,2.85,591
0.32,Ideal,D,VS2,62.2,56.0,4.36,4.39,2.72,758
1.27,Very Good,I,VS2,62.6,59.0,6.86,6.95,4.32,6007
0.7,Premium,F,VS2,61.6,60.0,5.65,5.59,3.46,2762
0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,1310
1.19,Good,J,SI1,59.8,64.0,6.94,6.9,4.14,4498
1.06,Very Good,H,SI1,62.6,58.0,6.4,6.51,4.04,5020
1.31,Premium,J,SI1,62.5,55.0,7.05,6.97,4.38,5480
2.04,Fair,I,SI2,66.6,56.0,7.8,7.77,5.19,9802
0.56,Very Good,H,SI2,62.0,63.0,5.26,5.21,3.27,956
0.39,Premium,D,VS2,61.4,60.0,4.72,4.7,2.89,1024
1.13,Ideal,F,SI2,61.8,57.0,6.71,6.68,4.14,5232
1.2,Premium,G,SI2,62.8,62.0,6.69,6.65,4.19,4387
0.4,Very Good,G,VVS2,63.2,55.0,4.72,4.74,2.99,868
0.42,Ideal,G,VVS1,61.9,56.0,4.8,4.85,2.98,1150
0.81,Premium,D,SI1,60.7,58.0,6.07,5.99,3.66,3135
0.53,Premium,D,VS2,60.2,58.0,5.26,5.23,3.16,1904
1.01,Very Good,H,SI1,62.6,58.0,6.34,6.44,4.0,4369
0.32,Ideal,D,VS2,61.0,57.0,4.42,4.46,2.71,758
1.01,Premium,G,VS1,59.8,59.0,6.55,6.5,3.9,6529
1.02,Premium,H,SI1,62.0,60.0,6.37,6.4,3.96,4796
0.41,Ideal,F,SI1,62.2,54.0,4.78,4.8,2.98,690
0.9,Fair,E,VS2,65.0,55.0,6.11,6.04,3.95,4057
0.4,Ideal,F,I1,63.3,60.0,4.68,4.64,2.95,630
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,880
0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,535
0.33,Ideal,I,IF,62.0,54.0,4.46,4.48,2.77,675
0.9,Very Good,G,VS1,61.5,56.0,6.15,6.2,3.8,4116
0.25,Ideal,F,VS2,62.8,57.0,3.98,4.01,2.51,436
1.07,Very Good,G,VS2,61.9,60.0,6.48,6.55,4.03,6101
0.52,Ideal,D,SI1,62.4,56.0,5.17,5.12,3.21,1720
0.31,Ideal,J,VVS1,62.4,54.0,4.32,4.35,2.7,461
1.34,Ideal,H,VS2,60.2,56.0,7.23,7.18,4.34,7429
0.25,Very Good,E,VS2,59.7,61.0,4.08,4.1,2.44,409
0.31,Ideal,I,VS1,62.4,53.0,4.33,4.36,2.71,507
0.39,Premium,G,IF,59.0,60.0,4.78,4.75,2.81,1362
1.0,Very Good,H,SI1,62.0,54.0,6.43,6.47,4.0,4995
1.25,Very Good,J,SI1,62.5,57.0,6.83,6.86,4.28,4702
0.57,Very Good,G,SI1,61.1,57.0,5.32,5.35,3.26,1433
0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,530
1.01,Ideal,G,SI1,60.7,58.0,6.55,6.52,3.97,4868
0.33,Ideal,G,VVS2,60.1,57.0,4.48,4.51,2.7,752
1.6,Premium,H,SI1,62.1,60.0,7.54,7.49,4.66,9017
1.51,Ideal,G,SI2,61.2,56.1,7.39,7.41,4.53,9104
0.31,Ideal,E,VVS1,60.5,57.0,4.38,4.41,2.66,942
0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1698
1.23,Ideal,J,VS1,62.2,55.0,6.83,6.86,4.26,6100
0.7,Very Good,G,VS2,61.8,55.0,5.69,5.74,3.53,3026
0.53,Very Good,G,VVS1,60.3,54.0,5.29,5.33,3.2,1904
0.49,Premium,F,SI1,58.7,60.0,5.2,5.15,3.04,1179
0.71,Premium,G,VS2,61.9,62.0,5.72,5.69,3.53,2694
0.31,Premium,D,SI1,60.6,59.0,4.39,4.35,2.65,684
1.12,Very Good,F,SI1,61.4,63.0,6.7,6.68,4.11,5374
0.34,Ideal,E,VS2,62.1,54.0,4.5,4.52,2.8,745
0.35,Ideal,D,SI2,62.4,55.0,4.53,4.54,2.83,522
1.51,Good,I,SI1,63.9,59.0,7.18,7.26,4.61,9069
0.54,Premium,E,VS2,61.3,59.0,5.26,5.21,3.21,1993
2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,11554
2.26,Very Good,D,SI2,61.6,61.0,8.47,8.38,5.19,18028
1.2,Premium,J,VS2,62.6,57.0,6.8,6.72,4.23,5053
0.54,Premium,D,VS2,60.9,58.0,5.27,5.31,3.22,1892
0.71,Premium,F,VS2,62.8,57.0,5.69,5.64,3.56,2801
1.0,Good,I,SI1,63.7,64.0,6.33,6.27,4.01,3920
0.32,Ideal,D,SI1,62.7,54.0,4.37,4.4,2.75,589
2.04,Premium,H,SI2,60.8,58.0,8.23,8.14,4.98,14945
0.71,Ideal,G,VVS2,61.5,57.0,5.74,5.78,3.54,3909
0.52,Very Good,D,VS2,63.5,57.0,5.13,5.08,3.24,1828
1.13,Ideal,G,VVS2,61.5,57.0,6.67,6.71,4.12,8889
0.33,Ideal,H,VVS2,61.9,55.0,4.45,4.47,2.76,666
0.61,Very Good,D,SI1,58.5,58.0,5.54,5.64,3.27,1828
0.41,Premium,E,VVS2,60.9,56.0,4.84,4.78,2.93,1231
0.3,Very Good,H,VS1,63.2,58.0,4.26,4.22,2.68,630
1.0,Good,G,SI1,64.4,54.0,6.29,6.32,4.06,4882
2.06,Good,J,SI1,64.1,56.0,8.09,7.97,5.15,11854
0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,1672
1.37,Ideal,I,VS2,61.6,55.0,7.13,7.16,4.4,8000
0.3,Ideal,G,SI2,62.5,56.0,4.28,4.3,2.68,382
0.72,Very Good,F,VS1,62.2,58.0,5.75,5.7,3.56,2804
0.5,Premium,H,SI2,62.6,61.0,5.06,5.03,3.1,1024
1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,3856
1.35,Premium,H,VS2,62.2,56.0,7.13,7.08,4.42,8062
0.31,Very Good,G,VVS2,62.7,55.0,4.32,4.35,2.72,627
0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,720
1.2,Ideal,G,SI2,61.1,57.0,6.83,6.86,4.18,5722
0.36,Very Good,D,SI1,63.1,55.0,4.59,4.54,2.88,851
2.01,Good,H,VS2,63.3,55.0,7.87,7.94,5.0,18640
0.68,Very Good,F,SI1,60.1,57.9,5.69,5.74,3.43,1964
0.95,Ideal,E,VS1,61.5,57.0,6.3,6.28,3.87,5879
0.54,Very Good,H,VVS1,62.0,57.0,5.2,5.25,3.24,1846
0.51,Good,D,SI2,64.2,56.0,5.02,5.05,3.23,1146
0.75,Ideal,G,VVS2,61.3,55.0,5.85,5.89,3.59,3525
1.01,Very Good,H,SI1,61.8,60.0,6.38,6.44,3.96,4855
1.71,Very Good,J,VS1,61.9,59.0,7.6,7.69,4.73,10428
0.4,Ideal,J,VS2,62.2,54.0,4.75,4.8,2.97,599
0.7,Fair,G,I1,65.2,58.0,5.57,5.49,3.61,956
0.52,Ideal,E,SI1,62.3,56.0,5.12,5.16,3.2,1389
0.3,Ideal,H,IF,61.5,56.0,4.32,4.33,2.66,764
2.24,Ideal,I,SI1,60.5,59.0,8.45,8.5,5.13,18299
0.31,Premium,G,VS1,62.1,58.0,4.36,4.31,2.69,802
1.26,Premium,G,VS2,60.1,61.0,7.04,6.97,4.21,8113
0.36,Ideal,I,VS1,62.1,56.0,4.55,4.59,2.84,568
1.11,Premium,I,SI2,62.5,56.0,6.63,6.55,4.12,3469
0.49,Premium,F,VS2,59.2,57.0,5.21,5.16,3.07,1261
0.54,Ideal,G,VS1,61.8,56.0,5.21,5.26,3.24,1724
0.35,Ideal,G,IF,62.6,57.0,4.51,4.53,2.82,979
1.08,Good,J,SI2,63.2,59.0,6.4,6.57,4.1,3742
0.32,Premium,I,VS1,61.9,58.0,4.36,4.4,2.71,505
0.4,Premium,D,SI1,60.8,59.0,4.77,4.8,2.91,772
1.01,Very Good,G,VS2,60.7,61.0,6.42,6.46,3.91,5759
0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,720
0.52,Premium,I,VVS1,63.0,58.0,5.12,5.1,3.22,1619
1.02,Ideal,G,SI1,61.5,57.0,6.54,6.44,3.99,5398
0.5,Ideal,E,SI1,61.6,55.0,5.09,5.13,3.15,1410
0.27,Very Good,F,VVS2,61.8,57.0,4.15,4.17,2.57,682
0.3,Ideal,F,VS2,61.7,58.0,4.28,4.31,2.65,573
0.42,Ideal,E,VS1,61.6,57.0,4.84,4.8,2.97,1181
0.8,Ideal,G,VS1,61.1,58.0,5.96,6.03,3.66,3578
0.51,Ideal,H,SI1,59.8,57.0,5.22,5.25,3.13,1154
0.33,Premium,H,VS2,62.4,58.0,4.42,4.39,2.75,668
0.59,Good,E,SI2,57.4,62.0,5.53,5.49,3.16,1327
0.45,Ideal,I,VS2,61.9,54.0,4.92,4.94,3.05,717
0.72,Ideal,G,SI2,61.3,56.0,5.76,5.81,3.55,2451
1.11,Very Good,D,SI2,61.3,60.0,6.54,6.6,4.03,5042
0.41,Premium,E,VVS1,61.2,58.0,4.74,4.8,2.92,1057
1.14,Ideal,E,SI2,62.4,57.0,6.64,6.7,4.16,5473
1.05,Ideal,G,VS2,61.7,57.0,6.56,6.53,4.04,7028
0.73,Ideal,E,VS1,61.7,57.0,5.77,5.8,3.57,3758
1.02,Ideal,E,VS2,60.2,56.0,6.56,6.62,3.97,7465
0.36,Premium,E,VS2,62.3,58.0,4.55,4.51,2.82,1013
2.03,Ideal,H,SI2,61.6,55.0,8.18,8.12,5.02,16642
0.36,Very Good,F,VVS2,61.6,55.0,4.58,4.6,2.83,872
0.45,Ideal,G,IF,61.4,56.0,4.96,4.97,3.05,1377
0.41,Ideal,F,VS1,60.8,57.0,4.8,4.77,2.91,1076
0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,3563
0.31,Ideal,E,VS1,61.4,57.0,4.32,4.37,2.67,734
0.32,Ideal,F,SI1,60.9,55.0,4.46,4.53,2.72,586
0.42,Ideal,D,VVS2,62.0,55.0,4.81,4.84,2.99,1132
0.82,Ideal,F,SI2,60.9,57.0,6.06,6.02,3.68,2966
1.03,Premium,H,SI2,62.7,62.0,6.43,6.38,4.02,3749
0.54,Very Good,F,VS1,60.0,59.0,5.26,5.32,3.17,1653
0.44,Ideal,H,IF,61.4,55.0,4.92,4.95,3.03,1177
0.74,Ideal,G,VVS2,62.2,57.0,5.75,5.79,3.59,3462
1.01,Very Good,E,SI2,62.4,58.0,6.36,6.42,3.99,4355
0.31,Ideal,H,VVS2,61.1,56.0,4.33,4.37,2.66,625
0.32,Ideal,E,SI2,62.7,57.0,4.37,4.34,2.73,576
0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,2352
0.7,Very Good,E,VVS1,62.5,56.0,5.63,5.7,3.54,3724
0.24,Very Good,F,VVS1,62.5,55.0,3.98,4.02,2.49,608
